Title,Author.Year,Lat,Long,Crop_Type,Crop_TypeMaize,Crop_TypeRice,Crop_TypeWheat,Tmp,Prec,BD,Clay,SOC,pH,Fertilizer,FertilizerAN,FertilizerMA,FertilizerO,FertilizerU,FertilizerEEF,Tillage practice,Irrigation,Fertilizer placement,Nrate,EF,Management,Continent
"Nitrous oxide emissions and nitrate leaching from a rain-fed wheat-maize rotation in the Sichuan Basin, China","Zhou et al., 2013",31.27,105.47,Wheat,0,0,1,-1.379853003,-1.230856325,-0.119436313,-1.315886553,-0.822554114,1.661072658,U,0,0,0,1,0,1,0,1,-0.358970175,1.07,,Asia
"Nitrous oxide emissions and nitrate leaching from a rain-fed wheat-maize rotation in the Sichuan Basin, China","Zhou et al., 2013",31.27,105.47,Wheat,0,0,1,-1.264700112,-1.130654517,-0.119436313,-1.315886553,-0.822554114,1.661072658,U,0,0,0,1,0,1,0,1,-0.358970175,1.08,,Asia
Study on Emission of Major Greenhouse Gases from Agro-ecosystems in a Central Sichuan Hilly Area of Southwest China,"Jiang, 2005",31.27,105.45,Wheat,0,0,1,-0.985043091,-0.866121743,0.815695731,-1.168206643,-0.344595198,1.428809023,U,0,0,0,1,0,1,0,0,-0.358970175,1.09,,Asia
Long-term field measurements of annual methane and nitrous oxide emissions from a Chinese subtropical wheat-rice rotation system,"Zhou et al., 2006",30.27,105.47,Wheat,0,0,1,-1.248249699,-1.05049307,-1.989700401,-0.857301567,-0.583574656,1.312677206,U,0,0,0,1,0,1,0,0,-0.358970175,1.12,,Asia
Quantifying changes to the global warming potential of rice wheat systems with the adoption of conservation agriculture in northwestern India,"Tirol Padre et al., 2016",29.68,77,Wheat,0,0,1,0.00198169,-1.415227653,0.815695731,0.005460017,-0.942043843,0.151359031,U,0,0,0,1,0,1,1,0,-0.358970175,1.13,,Asia
Long-term field measurements of annual methane and nitrous oxide emissions from a Chinese subtropical wheat-rice rotation system,"Zhou et al., 2006",30.27,105.47,Wheat,0,0,1,-1.182448047,-1.138670662,-1.989700401,-0.857301567,-0.583574656,1.312677206,U,0,0,0,1,0,1,0,0,-0.358970175,1.14,,Asia
Fertilizer Source Influenced Nitrous Oxide Emissions from a Clay Soil under Corn,"Gagnon et al., 2011",46.78,-71.13,Maize,1,0,0,-0.590233178,2.224102023,0.815695731,-1.222615031,3.718055588,-0.893827327,O,0,0,1,0,0,1,0,1,0.181737382,3.53,,North America
"Assessing the performance of the photo-acoustic infrared gas monitor for measuring CO2, N2O, and CH4 fluxes in two major cereal rotations","Tirol Padre et al., 2014",29.68,77,Wheat,0,0,1,-0.146072027,-1.435268014,0.815695731,0.005460017,-0.942043843,0.151359031,U,0,0,0,1,0,0,1,0,-1.17003151,1.2,,Asia
Effect of controlled-release fertilizer on nitrous oxide emission from a winter wheat field,"Ji et al., 2012",31.97,119.3,Wheat,0,0,1,-0.985043091,0.336299956,0.815695731,-0.732939537,-0.464084927,-1.126090962,U,0,0,0,1,0,1,0,1,0.181737382,1.23,,Asia
Quantifying changes to the global warming potential of rice wheat systems with the adoption of conservation agriculture in northwestern India,"Tirol Padre et al., 2016",29.68,77,Wheat,0,0,1,0.00198169,-1.415227653,0.815695731,0.005460017,-0.942043843,0.151359031,U,0,0,0,1,0,1,1,0,-1.17003151,1.23,,Asia
Nitrous oxide emissions during the non-rice growing seasons of two subtropical rice-based rotation systems in southwest China,"Zhou et al., 2014",30.27,105.47,Wheat,0,0,1,-1.330501764,-1.086565721,-1.989700401,-0.857301567,-0.583574656,1.312677206,U,0,0,0,1,0,1,0,0,-0.358970175,1.27,,Asia
Direct emission factor for N2O from rice???¡°Cwinter wheat rotation systems in southeast China,"Zou et al., 2005",31.87,118.83,Wheat,0,0,1,-1.462105068,0.320267666,-0.119436313,2.142932409,-0.225105469,-0.197036422,MA,0,1,0,0,0,1,0,0,0.149294928,1.31,,Asia
"Fluxes of CH4, CO2 and N2O from Paddy Field in Xishuangbanna, SW China","Yang, 2007",21.92,101.2,Rice,0,1,0,0.692899036,4.151984814,0.815695731,0.277501957,0.013873989,-1.706750049,O,0,0,1,0,0,1,0,1,1.263152495,0.83,,Asia
Long-term field measurements of annual methane and nitrous oxide emissions from a Chinese subtropical wheat-rice rotation system,"Zhou et al., 2006",30.27,105.47,Wheat,0,0,1,-1.248249699,-1.05049307,-1.989700401,-0.857301567,-0.583574656,1.312677206,U,0,0,0,1,0,1,0,0,0.722444939,1.34,,Asia
"Fluxes of CH4, CO2 and N2O from Paddy Field in Xishuangbanna, SW China","Yang, 2007",21.92,101.2,Rice,0,1,0,0.692899036,4.151984814,0.815695731,0.277501957,0.013873989,-1.706750049,O,0,0,1,0,0,1,0,1,-0.358970175,2.05,,Asia
Direct emission factor for N2O from rice???¡°Cwinter wheat rotation systems in southeast China,"Zou et al., 2005",31.87,118.83,Wheat,0,0,1,-1.462105068,0.320267666,-0.119436313,2.142932409,-0.225105469,-0.197036422,U,0,0,0,1,0,1,0,0,1.263152495,1.48,,Asia
"Assessing the performance of the photo-acoustic infrared gas monitor for measuring CO2, N2O, and CH4 fluxes in two major cereal rotations","Tirol Padre et al., 2014",29.68,77,Wheat,0,0,1,-0.146072027,-1.435268014,0.815695731,0.005460017,-0.942043843,0.151359031,U,0,0,0,1,0,0,1,0,-0.358970175,1.49,,Asia
Nitrous oxide emissions during the non-rice growing seasons of two subtropical rice-based rotation systems in southwest China,"Zhou et al., 2014",30.27,105.47,Wheat,0,0,1,-1.330501764,-1.086565721,-1.989700401,-0.857301567,-0.583574656,1.312677206,U,0,0,0,1,0,1,0,0,0.722444939,1.49,,Asia
Emission of N2O from Biogas Crop Production Systems in Northern Germany,"Senbayram et al., 2014",54.3,10,Wheat,0,0,1,-0.985043091,-0.016410409,0.815695731,-0.888392075,-0.225105469,-0.429300057,AN,1,0,0,0,0,1,0,0,-0.683394709,1.51,,Europe
Direct emission factor for N2O from rice???¡°Cwinter wheat rotation systems in southeast China,"Zou et al., 2005",31.87,118.83,Wheat,0,0,1,-1.462105068,0.320267666,-0.119436313,2.142932409,-0.225105469,-0.197036422,MA,0,1,0,0,0,1,0,0,0.690002485,1.52,,Asia
Effect of controlled-release fertilizer on nitrous oxide emission from a winter wheat field,"Ji et al., 2012",31.97,119.3,Wheat,0,0,1,-0.985043091,0.336299956,0.815695731,-0.732939537,-0.464084927,-1.126090962,U,0,0,0,1,0,1,0,1,-0.899677732,1.56,,Asia
Effects of biochar on nitrous oxide and nitric oxide emissions from paddy field during the wheat growth season,"Xiang et al., 2015",31.4,120.42,Wheat,0,0,1,-1.396303416,0.192009352,-1.054568357,-0.188855655,-0.464084927,-1.009959144,U,0,0,0,1,0,1,0,0,0.45209116,1.56,,Asia
Effects of water regime during rice-growing season on annual direct N2O emission in a paddy rice???¡°Cwinter wheat rotation system in southeast China,"Liu et al., 2010",31.87,118.83,Wheat,0,0,1,-1.429204242,-0.353088485,-0.119436313,2.376111215,0.013873989,-0.429300057,U,0,0,0,1,0,1,0,0,0.722444939,1.61,,Asia
Effect of fertilizer application on NO and N2O fluxes from agricultural fields,"Harrison et al., 1995",51.81,-0.35,Wheat,0,0,1,-1.478555481,-0.084547639,1.750827774,-0.064493625,-0.703064385,0.151359031,AN,1,0,0,0,0,1,0,0,-1.462013591,1.63,,Europe
Study on Emission of Major Greenhouse Gases from Agro-ecosystems in a Central Sichuan Hilly Area of Southwest China,"Jiang, 2005",31.27,105.45,Wheat,0,0,1,-1.182448047,-1.174743313,0.815695731,-1.168206643,-0.344595198,1.428809023,U,0,0,0,1,0,1,0,0,0.722444939,1.64,,Asia
Effects of water regime during rice-growing season on annual direct N2O emission in a paddy rice???¡°Cwinter wheat rotation system in southeast China,"Liu et al., 2010",31.87,118.83,Wheat,0,0,1,-1.429204242,-0.353088485,-0.119436313,2.376111215,0.013873989,-0.429300057,U,0,0,0,1,0,1,0,0,-0.358970175,1.67,,Asia
Relationship between nitrous oxide emission and winter wheat production,"Chen et al., 2008",32,119.33,Wheat,0,0,1,-1.462105068,0.312251522,0.815695731,2.446064857,0.252853447,-0.893827327,MA,0,1,0,0,0,1,0,0,0.149294928,1.71,,Asia
Relationship between nitrous oxide emission and winter wheat production,"Chen et al., 2008",32,119.33,Wheat,0,0,1,-1.462105068,0.312251522,0.815695731,2.446064857,0.252853447,-0.893827327,U,0,0,0,1,0,1,0,0,1.263152495,1.71,,Asia
Effects of application of inhibitors and biochar to fertilizer on gaseous nitrogen emissions from an intensively managed wheat field,"He et al., 2018",31.2,120.8,Wheat,0,0,1,-1.314051351,0.616865019,-0.119436313,-0.188855655,0.969791821,-1.474486414,U,0,0,0,1,0,1,0,1,-0.358970175,1.78,,Asia
Long-term field measurements of annual methane and nitrous oxide emissions from a Chinese subtropical wheat-rice rotation system,"Zhou et al., 2006",30.27,105.47,Wheat,0,0,1,-1.116646395,-1.114622228,-1.989700401,-0.857301567,-0.583574656,1.312677206,U,0,0,0,1,0,1,0,0,-0.358970175,1.79,,Asia
Direct emission factor for N2O from rice???¡°Cwinter wheat rotation systems in southeast China,"Zou et al., 2005",31.87,118.83,Wheat,0,0,1,-1.462105068,0.320267666,-0.119436313,2.142932409,-0.225105469,-0.197036422,U,0,0,0,1,0,1,0,0,0.181737382,1.8,,Asia
Effects of biochar on nitrous oxide and nitric oxide emissions from paddy field during the wheat growth season,"Xiang et al., 2015",31.4,120.42,Wheat,0,0,1,-1.396303416,0.192009352,-1.054568357,-0.188855655,-0.464084927,-1.009959144,U,0,0,0,1,0,1,0,0,0.863028903,1.85,,Asia
Greenhouse Gas Emissions Dynamics as Influenced by Corn Residue Removal in Continuous Corn System,"Guzman et al., 2015",42.07,-95.08,Maize,1,0,0,0.199386646,-0.124628362,-0.119436313,-0.033403118,0.372343176,-0.545431874,EEF,0,0,1,0,1,0,0,1,-0.142687152,1.55,,North America
Relationship between nitrous oxide emission and winter wheat production,"Chen et al., 2008",32,119.33,Wheat,0,0,1,-1.462105068,0.312251522,0.815695731,2.446064857,0.252853447,-0.893827327,MA,0,1,0,0,0,1,0,0,0.700816636,1.95,,Asia
Direct emission factor for N2O from rice???¡°Cwinter wheat rotation systems in southeast China,"Zou et al., 2005",31.87,118.83,Wheat,0,0,1,-1.462105068,0.320267666,-0.119436313,2.142932409,-0.225105469,-0.197036422,U,0,0,0,1,0,1,0,0,-0.899677732,1.99,,Asia
Nitrous oxide emissions during the non-rice growing seasons of two subtropical rice-based rotation systems in southwest China,"Zhou et al., 2014",30.27,105.47,Wheat,0,0,1,-0.853439786,-0.82604102,-1.989700401,-0.857301567,-0.583574656,1.312677206,U,0,0,0,1,0,1,0,0,-0.358970175,2.03,,Asia
Effects of water regime during rice-growing season on annual direct N2O emission in a paddy rice???¡°Cwinter wheat rotation system in southeast China,"Liu et al., 2010",31.87,118.83,Wheat,0,0,1,-1.429204242,-0.353088485,-0.119436313,2.376111215,0.013873989,-0.429300057,U,0,0,0,1,0,1,0,0,-1.17003151,2.15,,Asia
"Assessing the performance of the photo-acoustic infrared gas monitor for measuring CO2, N2O, and CH4 fluxes in two major cereal rotations","Tirol Padre et al., 2014",29.68,77,Wheat,0,0,1,-0.146072027,-1.435268014,0.815695731,0.005460017,-0.942043843,0.151359031,U,0,0,0,1,0,0,1,0,1.263152495,2.22,,Asia
Relationship between nitrous oxide emission and winter wheat production,"Chen et al., 2008",32,119.33,Wheat,0,0,1,-1.462105068,0.312251522,0.815695731,2.446064857,0.252853447,-0.893827327,U,0,0,0,1,0,1,0,0,0.181737382,2.47,,Asia
Greenhouse Gas Emissions Dynamics as Influenced by Corn Residue Removal in Continuous Corn System,"Guzman et al., 2015",42.07,-95.08,Maize,1,0,0,0.199386646,-0.124628362,-0.119436313,-0.033403118,0.372343176,-0.545431874,EEF,0,0,1,0,1,1,0,1,-0.142687152,2.02,,North America
Relationship between nitrous oxide emission and winter wheat production,"Chen et al., 2008",32,119.33,Wheat,0,0,1,-1.462105068,0.312251522,0.815695731,2.446064857,0.252853447,-0.893827327,U,0,0,0,1,0,1,0,0,-0.899677732,2.97,,Asia
Long-term field measurements of annual methane and nitrous oxide emissions from a Chinese subtropical wheat-rice rotation system,"Zhou et al., 2006",30.27,105.47,Wheat,0,0,1,-1.116646395,-1.114622228,-1.989700401,-0.857301567,-0.583574656,1.312677206,U,0,0,0,1,0,1,0,0,0.722444939,2.99,,Asia
Nitrous oxide emissions during the non-rice growing seasons of two subtropical rice-based rotation systems in southwest China,"Zhou et al., 2014",30.27,105.47,Wheat,0,0,1,-0.853439786,-0.82604102,-1.989700401,-0.857301567,-0.583574656,1.312677206,U,0,0,0,1,0,1,0,0,0.722444939,3.26,,Asia
Greenhouse Gas Emissions Dynamics as Influenced by Corn Residue Removal in Continuous Corn System,"Guzman et al., 2015",42.07,-95.08,Maize,1,0,0,0.199386646,-0.124628362,-0.119436313,-0.033403118,0.372343176,-0.545431874,EEF,0,0,1,0,1,1,0,1,1.046869473,2.07,,North America
Greenhouse Gas Emissions Dynamics as Influenced by Corn Residue Removal in Continuous Corn System,"Guzman et al., 2015",42.07,-95.08,Maize,1,0,0,0.199386646,-0.124628362,-0.119436313,-0.033403118,0.372343176,-0.545431874,EEF,0,0,1,0,1,0,0,1,1.046869473,2.09,,North America
Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,"van Groenigen et al., 2004 ",51.95,5.66,Maize,1,0,0,-0.705386069,0.204033569,0.815695731,-1.665654763,3.001117214,0.499754483,AN,1,0,0,0,0,1,0,0,-1.17003151,0.04,,Europe
Influence of crop rotation and liming on greenhouse gas emissions from a semi-arid soil,"Barton et al., 2013",-30.89,116.72,Wheat,0,0,1,-0.639584417,-1.242880542,1.750827774,-1.354749688,-0.822554114,-0.661563692,O,0,0,1,0,0,0,0,0,-1.440385289,0.04,,Asia
Influence of crop rotation and liming on greenhouse gas emissions from a semi-arid soil,"Barton et al., 2013",-30.89,116.72,Wheat,0,0,1,-0.639584417,-1.242880542,1.750827774,-1.354749688,-0.822554114,-0.661563692,O,0,0,1,0,0,0,0,0,-1.764809823,0.07,,Asia
"Integrating legumes to improve N cycling on smallholder farms in sub-humid Zimbabwe: resource quality, biophysical and environmental limitations","Chikowo et al., 2006",-17.58,31.23,Maize,1,0,0,0.051332929,-0.337056196,1.750827774,-0.111129387,-1.061533572,-0.777695509,EEF,0,0,1,0,1,1,0,1,0.376392102,0.06,,Asia
"Nitrous oxide emissions and nitrate leaching from a rain-fed wheat-maize rotation in the Sichuan Basin, China","Zhou et al., 2013",31.27,105.47,Maize,1,0,0,0.873853579,-0.036450771,-0.119436313,-1.315886553,-0.822554114,1.661072658,U,0,0,0,1,0,1,0,1,0.722444939,0.06,,Asia
Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,"van Groenigen et al., 2004 ",51.95,5.66,Maize,1,0,0,-0.705386069,0.204033569,0.815695731,-1.665654763,3.001117214,0.499754483,AN,1,0,0,0,0,1,0,0,0.051967568,0.06,,Europe
"Integrating legumes to improve N cycling on smallholder farms in sub-humid Zimbabwe: resource quality, biophysical and environmental limitations","Chikowo et al., 2006",-17.58,31.23,Maize,1,0,0,0.051332929,-0.337056196,1.750827774,-0.111129387,-1.061533572,-0.777695509,EEF,0,0,1,0,1,1,0,1,-0.337341873,0.15,,Asia
Methane and nitrous oxide emissions from rice paddy fields as affected by nitrogen fertilisers and water management,"Cai et al., 1997",32.48,118.6,Rice,0,1,0,1.48251886,-1.371138857,1.750827774,-0.266581924,-0.464084927,1.312677206,O,0,0,1,0,0,1,1,0,-0.899677732,0.03,,Asia
Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,"van Groenigen et al., 2004 ",51.95,5.66,Maize,1,0,0,-0.705386069,0.204033569,0.815695731,-1.665654763,3.001117214,0.499754483,AN,1,0,0,0,0,1,0,0,-0.358970175,0.07,,Europe
"Nitrous oxide emission as affected by tillage, corn-soybean-alfalfa rotations and nitrogen fertilization","MacKenzie et al., 1997",45.13,-74,Maize,1,0,0,-0.705386069,1.354350328,-0.119436313,1.054764646,0.491832905,-0.777695509,AN,1,0,0,0,0,1,0,0,-0.034545641,0.07,,North America
Methane and nitrous oxide emissions from rice paddy fields as affected by nitrogen fertilisers and water management,"Cai et al., 1997",32.48,118.6,Rice,0,1,0,1.48251886,-1.371138857,1.750827774,-0.266581924,-0.464084927,1.312677206,O,0,0,1,0,0,1,1,0,1.263152495,0.26,,Asia
N2O Emission Flux from Several Dry Crops and Impact Factors in the Lower Reaches of Liaohe Plain,"Wang et al., 2006",41.52,123.37,Wheat,0,0,1,-0.113171201,-1.18676753,0.815695731,-0.142219894,-0.10561574,-0.197036422,O,0,0,1,0,0,1,0,0,-0.358970175,0.04,,Oceania
Nitrous oxide emissions from Mollisols as affected by long-term applications of organic amendments and chemical fertilizers,"Li et al., 2013",47.43,126.63,Maize,1,0,0,0.034882516,0.071767182,-0.119436313,-0.033403118,1.806219924,-1.126090962,MA,0,1,0,0,0,1,0,0,4.345185569,0.09,,Oceania
N2O Emission Flux from Several Dry Crops and Impact Factors in the Lower Reaches of Liaohe Plain,"Wang et al., 2006",41.52,123.37,Maize,1,0,0,0.462593254,0.680994176,0.815695731,-0.142219894,-0.10561574,-0.197036422,O,0,0,1,0,0,1,0,0,-0.358970175,1.36,,Oceania
N2O Emission in Maize Field and Its Mitigation,"Huang et al., 1998",41.53,122.38,Maize,1,0,0,-0.853439786,0.656945742,-0.119436313,1.832027334,1.686730195,-0.661563692,O,0,0,1,0,0,1,0,1,-0.034545641,1.49,,Oceania
Net Global Warming Potential and Greenhouse Gas Intensity in Irrigated Cropping Systems in Northeastern Colorado,"Mosier et al., 2006",40.65,-104.98,Maize,1,0,0,-1.511456307,-0.353088485,0.815695731,0.74385957,-0.344595198,0.964281753,O,0,0,1,0,0,1,1,1,-0.531996593,0.3,,North America
"Nitrous oxide emissions and nitrate leaching from a rain-fed wheat-maize rotation in the Sichuan Basin, China","Zhou et al., 2013",31.27,105.47,Maize,1,0,0,1.285113904,-0.781952224,-0.119436313,-1.315886553,-0.822554114,1.661072658,U,0,0,0,1,0,1,0,1,0.722444939,0.12,,Asia
Assessing non-CO2 climate-forcing emissions and mitigation in sub-Saharan Africa,"Hickman et al., 2014",-17.71,31.01,Maize,1,0,0,0.577746145,0.616865019,1.750827774,2.142932409,0.252853447,-0.893827327,AN,1,0,0,0,0,1,0,1,-0.683394709,0.13,,Asia
"Nitrous oxide emissions and nitrate leaching from a rain-fed wheat-maize rotation in the Sichuan Basin, China","Zhou et al., 2013",31.27,105.47,Maize,1,0,0,0.873853579,-0.036450771,-0.119436313,-1.315886553,-0.822554114,1.661072658,U,0,0,0,1,0,1,0,1,-0.358970175,0.13,,Asia
Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,"van Groenigen et al., 2004 ",51.95,5.66,Maize,1,0,0,-0.705386069,0.204033569,0.815695731,-1.665654763,3.001117214,0.499754483,AN,1,0,0,0,0,1,0,0,-0.759093767,0.13,,Europe
Soil nitrous oxide emissions following band-incorporation of fertilizer nitrogen and swine manure,"Chantigny et al., 2010",46.08,-71.03,Maize,1,0,0,-0.705386069,0.857349359,-1.054568357,-0.554169119,1.806219924,-1.009959144,AN,1,0,0,0,0,1,0,1,-0.575253198,0.13,,North America
Net Global Warming Potential and Greenhouse Gas Intensity in Irrigated Cropping Systems in Northeastern Colorado,"Mosier et al., 2006",40.65,-104.98,Maize,1,0,0,-1.511456307,-0.353088485,-0.119436313,0.74385957,-0.225105469,0.964281753,O,0,0,1,0,0,0,1,1,-0.531996593,0.35,,North America
Nitrous oxide emissions following application of residues and fertiliser under zero and conventional tillage,"Helgason et al., 2005",51.23,1.06,Maize,1,0,0,-0.442179461,-1.415227653,0.815695731,-0.655213268,-0.583574656,-0.893827327,MA,0,1,0,0,0,1,0,0,0.754887392,0.14,,Europe
Net Global Warming Potential and Greenhouse Gas Intensity in Irrigated Cropping Systems in Northeastern Colorado,"Mosier et al., 2006",40.65,-104.98,Maize,1,0,0,-1.511456307,-0.353088485,-0.119436313,0.74385957,-0.225105469,0.964281753,O,0,0,1,0,0,0,1,1,0.203365684,0.35,,North America
Nitrous oxide emissions following application of residues and fertiliser under zero and conventional tillage,"Helgason et al., 2005",51.23,1.06,Maize,1,0,0,-0.261224918,-1.447292231,0.815695731,-0.655213268,-0.583574656,-0.893827327,MA,0,1,0,0,0,1,0,0,0.571046823,0.15,,Europe
Net Global Warming Potential and Greenhouse Gas Intensity in Irrigated Cropping Systems in Northeastern Colorado,"Mosier et al., 2006",40.65,-104.98,Maize,1,0,0,-1.511456307,-0.353088485,0.815695731,0.74385957,-0.344595198,0.964281753,O,0,0,1,0,0,1,1,1,-0.531996593,0.44,,North America
Nitrous oxide emissions from fertilized upland fields in Thailand,"Watanabe et al., 2000",18.23,99.05,Maize,1,0,0,1.137060187,0.236098147,0.815695731,0.277501957,-0.703064385,-0.893827327,AN,1,0,0,0,0,1,1,1,-1.472827742,0.16,,Asia
Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,"van Groenigen et al., 2004 ",53.2,5.8,Maize,1,0,0,-0.82053896,0.536703572,-0.119436313,-1.665654763,0.372343176,-0.313168239,AN,1,0,0,0,0,1,0,0,-1.440385289,0.16,,Europe
Nonlinear nitrous oxide (N2O) response to nitrogen fertilizer in on-farm corn crops of the US Midwest,"Hoben et al., 2011",42.41,-85.37,Maize,1,0,0,0.396791602,-0.333048123,0.815695731,-0.10335676,0.252853447,-0.313168239,U,0,0,0,1,0,1,0,1,-1.494456044,0.16,,North America
Net Global Warming Potential and Greenhouse Gas Intensity in Irrigated Cropping Systems in Northeastern Colorado,"Mosier et al., 2006",40.65,-104.98,Maize,1,0,0,-1.511456307,-0.353088485,0.815695731,0.74385957,-0.344595198,0.964281753,O,0,0,1,0,0,1,1,1,0.441277009,0.45,,North America
Net Global Warming Potential and Greenhouse Gas Intensity in Irrigated Cropping Systems in Northeastern Colorado,"Mosier et al., 2006",40.65,-104.98,Maize,1,0,0,-1.511456307,-0.353088485,0.815695731,0.74385957,-0.344595198,0.964281753,O,0,0,1,0,0,1,1,1,0.203365684,0.46,,North America
Nitrous oxide emissions from Mollisols as affected by long-term applications of organic amendments and chemical fertilizers,"Li et al., 2013",47.43,126.63,Maize,1,0,0,0.034882516,0.071767182,-0.119436313,-0.033403118,1.806219924,-1.126090962,MA,0,1,0,0,0,1,0,0,1.836302506,0.16,,Oceania
Impact of Tillage and Fertilizer Application Method on Gas Emissions in a Corn Cropping System,"SMITH et al., 2012",34.29,-85.99,Maize,1,0,0,-0.16252244,-0.673734271,1.750827774,-0.896164702,-0.583574656,-1.590618232,AN,1,0,0,0,0,0,0,0,-0.142687152,0.16,,South America
Impact of Tillage and Fertilizer Application Method on Gas Emissions in a Corn Cropping System,"SMITH et al., 2012",34.29,-85.99,Maize,1,0,0,-0.16252244,-0.673734271,1.750827774,-0.896164702,-0.583574656,-1.590618232,AN,1,0,0,0,0,1,0,0,-0.142687152,0.16,,South America
Nitrous oxide emissions following application of residues and fertiliser under zero and conventional tillage,"Helgason et al., 2005",51.78,0.97,Maize,1,0,0,-0.392828222,-1.062517287,-1.054568357,-0.655213268,0.491832905,-1.242222779,MA,0,1,0,0,0,1,0,0,0.181737382,0.17,,Europe
Net Global Warming Potential and Greenhouse Gas Intensity in Irrigated Cropping Systems in Northeastern Colorado,"Mosier et al., 2006",40.65,-104.98,Maize,1,0,0,-0.623134004,-1.154702951,-0.119436313,0.774950078,-0.10561574,0.383622666,O,0,0,1,0,0,0,1,1,0.203365684,0.49,,North America
"Effects of the Applied Amount of Wheat Straw on Methane, Carbon Dioxide, Nitrous Oxide, and Nitric Oxide Fluxes of a Bare Soil in South Shanxi","Meng et al., 2012",34.92,110.72,Maize,1,0,0,0.857403166,-0.645677765,0.815695731,-0.499760731,-0.464084927,2.125599928,MA,0,1,0,0,0,1,1,1,-0.445483384,0.18,,Asia
Study of impacts of amendant plant residues on the emission of greenhouse gases and NO from typical saline soil,"Liang, 2009",34.92,110.72,Maize,1,0,0,0.857403166,-0.633653548,1.750827774,-0.888392075,-0.583574656,1.312677206,MA,0,1,0,0,0,1,1,1,-1.743181521,0.18,,Asia
Nitrous oxide emissions following application of residues and fertiliser under zero and conventional tillage,"Helgason et al., 2005",51.78,0.97,Maize,1,0,0,-0.277675331,-0.553492102,-1.054568357,-0.655213268,0.491832905,-1.242222779,MA,0,1,0,0,0,1,0,0,0.181737382,0.18,,Europe
Net Global Warming Potential and Greenhouse Gas Intensity in Irrigated Cropping Systems in Northeastern Colorado,"Mosier et al., 2006",40.65,-104.98,Maize,1,0,0,-1.511456307,-0.353088485,-0.119436313,0.74385957,-0.225105469,0.964281753,O,0,0,1,0,0,0,1,1,0.441277009,0.55,,North America
Net Global Warming Potential and Greenhouse Gas Intensity in Irrigated Cropping Systems in Northeastern Colorado,"Mosier et al., 2006",40.65,-104.98,Maize,1,0,0,-0.787638134,-0.353088485,-0.119436313,0.774950078,-0.10561574,0.383622666,O,0,0,1,0,0,0,1,1,0.441277009,0.58,,North America
"Nitrous oxide emissions and nitrate leaching from a rain-fed wheat-maize rotation in the Sichuan Basin, China","Zhou et al., 2013",31.27,105.47,Maize,1,0,0,1.285113904,-0.781952224,-0.119436313,-1.315886553,-0.822554114,1.661072658,U,0,0,0,1,0,1,0,1,-0.358970175,0.19,,Asia
Net Global Warming Potential and Greenhouse Gas Intensity in Irrigated Cropping Systems in Northeastern Colorado,"Mosier et al., 2006",40.65,-104.98,Maize,1,0,0,-1.511456307,-0.353088485,-0.119436313,0.74385957,-0.225105469,0.964281753,O,0,0,1,0,0,0,1,1,-0.531996593,0.73,,North America
Nitrous oxide emissions from Mollisols as affected by long-term applications of organic amendments and chemical fertilizers,"Li et al., 2013",47.43,126.63,Maize,1,0,0,0.034882516,0.071767182,-0.119436313,-0.033403118,1.806219924,-1.126090962,MA,0,1,0,0,0,1,0,0,-0.521182442,0.19,,Oceania
Net Global Warming Potential and Greenhouse Gas Intensity in Irrigated Cropping Systems in Northeastern Colorado,"Mosier et al., 2006",40.65,-104.98,Maize,1,0,0,-1.511456307,-0.353088485,-0.119436313,0.74385957,-0.225105469,0.964281753,O,0,0,1,0,0,0,1,1,-0.531996593,0.87,,North America
Nonlinear nitrous oxide (N2O) response to nitrogen fertilizer in on-farm corn crops of the US Midwest,"Hoben et al., 2011",43.45,-83.65,Maize,1,0,0,-0.047369549,-0.509403306,-1.054568357,-0.445352343,0.969791821,0.732018118,U,0,0,0,1,0,1,0,1,0.45209116,0.2,,North America
Net Global Warming Potential and Greenhouse Gas Intensity in Irrigated Cropping Systems in Northeastern Colorado,"Mosier et al., 2006",40.65,-104.98,Maize,1,0,0,-1.511456307,-0.353088485,-0.119436313,0.74385957,-0.225105469,0.964281753,O,0,0,1,0,0,0,1,1,0.441277009,1.24,,North America
Nitrous oxide emissions following application of residues and fertiliser under zero and conventional tillage,"Helgason et al., 2005",51.23,1.06,Maize,1,0,0,-0.442179461,-1.415227653,0.815695731,-0.655213268,-0.583574656,-0.893827327,MA,0,1,0,0,0,1,0,0,2.236426098,0.21,,Europe
Nitrous oxide emissions from silage maize fields under different mineral nitrogen fertilizer and slurry applications,"van Groenigen et al., 2004 ",53.2,5.8,Maize,1,0,0,-0.82053896,0.536703572,-0.119436313,-1.665654763,0.372343176,-0.313168239,AN,1,0,0,0,0,1,0,0,-0.629323953,0.21,,Europe
Nitrous Oxide Fluxes from Manure-Amended Soil under Maize,"Lessard et al., 1996",45.37,-75.72,Maize,1,0,0,-1.050844743,0.709050682,-1.054568357,0.215320942,0.611322634,-1.242222779,MA,0,1,0,0,0,1,1,1,1.641647785,0.21,,North America
